user_id,companion,travel_style,budget,duration_days,like_keywords,dislike_keywords,crowd_tolerance,age,gender,start_date
U0359,solo,Activity,700000,3,"['Quick service', 'Tasty food', 'Convenient amenities']","['Poor value', 'Unfriendly staff']",0.79,53,Female,2025-03-07
U0360,solo,Activity,1200000,5,"['Large portions', 'Clean facilities', 'Convenient amenities']","['Poor food quality', 'Limited amenities']",0.68,44,Male,2025-07-24
U0361,solo,Cultural,200000,1,"['Friendly service', 'Quiet atmosphere', 'Family-friendly']","['Insect presence', 'Bland taste']",0.87,42,Male,2025-09-02
U0362,solo,Healing,300000,3,"['Friendly service', 'Tender meat', 'Well-maintained facilities']","['Weak water pressure', 'Outdated facilities']",0.31,27,Male,2025-12-08
U0363,couple,Foodie,500000,4,"['Spicy flavor', 'Ocean view', 'Delicious food']","['High price', 'Slow service']",0.62,45,Both,2025-02-07
U0364,friends,Activity,500000,2,"['Tender meat', 'Affordable prices', 'Large portions']","['Poor soundproofing', 'Salty food']",0.69,54,Female,2025-07-10
U0365,friends,Foodie,600000,2,"['Satisfying portions', 'Beautiful view', 'Authentic taste']","['Small portions', 'Poor cleanliness']",0.88,49,Female,2025-07-15
U0366,solo,Activity,500000,2,"['Satisfying portions', 'High-quality meat', 'Affordable prices']","['Weak water pressure', 'Small room size']",0.44,21,Male,2025-02-26
U0367,solo,Cultural,200000,1,"['Value for money', 'Delicious food', 'Clean room']","['Insect presence', 'Weak water pressure']",0.96,64,Male,2025-07-16
U0368,friends,Activity,300000,3,"['Good value', 'Ocean view', 'Quiet atmosphere']","['Salty food', 'Poor cleanliness']",0.71,32,Male,2025-09-19
U0369,friends,Activity,900000,2,"['Satisfying portions', 'Beautiful view', 'Good value']","['Unpleasant taste', 'Long wait']",0.69,30,Female,2025-03-17
U0370,couple,Healing,300000,1,"['Delicious coffee', 'Family-friendly', 'Pleasant atmosphere']","['Salty food', 'Limited menu']",0.38,62,Both,2025-08-22
U0371,couple,Healing,1100000,4,"['Attentive staff', 'Pleasant atmosphere', 'Good value']","['Unpleasant taste', 'Slow service']",0.47,58,Both,2025-09-25
U0372,solo,Foodie,1000000,2,"['Well-maintained facilities', 'Friendly service', 'Delicious food']","['Poor food quality', 'Hygiene issues']",0.31,24,Female,2025-12-24
U0373,solo,Foodie,300000,1,"['Authentic taste', 'Satisfying portions', 'Affordable prices']","['Salty food', 'Weak water pressure']",0.37,40,Female,2025-11-22
U0374,friends,Foodie,400000,2,"['Beautiful view', 'Tasty food', 'Authentic taste']","['Cramped space', 'Bland taste']",0.96,26,Female,2025-12-04
U0375,friends,Healing,500000,2,"['Authentic taste', 'Pleasant atmosphere', 'Convenient amenities']","['Poor soundproofing', 'Unfriendly staff']",0.45,29,Female,2025-01-03
U0376,solo,Cultural,700000,4,"['Beautiful view', 'Spicy flavor', 'Satisfying portions']","['Lack of privacy', 'Poor soundproofing']",0.91,49,Female,2025-01-20
U0377,couple,Foodie,300000,3,"['Scenic views', 'Pleasant atmosphere', 'Tender meat']","['Insect presence', 'Hygiene issues']",1.0,32,Both,2025-08-21
U0378,solo,Cultural,400000,3,"['Large portions', 'High-quality meat', 'Variety of dishes']","['Cramped space', 'Limited amenities']",0.21,54,Female,2025-03-03
U0379,friends,Cultural,1500000,2,"['Variety of dishes', 'Scenic views', 'Satisfying portions']","['Lack of privacy', 'Poor value']",0.75,64,Female,2025-10-09
U0380,couple,Cultural,400000,2,"['High-quality meat', 'Authentic taste', 'Affordable prices']","['Overpriced', 'Slow service']",0.06,61,Both,2025-10-25
U0381,couple,Activity,400000,2,"['Well-maintained facilities', 'Satisfying portions', 'Tasty food']","['Noise', 'Salty food']",0.45,23,Both,2025-11-15
U0382,friends,Healing,300000,2,"['Well-maintained facilities', 'Delicious food', 'Large portions']","['Hygiene issues', 'Poor food quality']",0.07,22,Male,2025-04-28
U0383,friends,Foodie,600000,3,"['Scenic views', 'Delicious food', 'Clean facilities']","['Weak water pressure', 'Unfriendly staff']",0.61,34,Female,2025-11-17
U0384,friends,Activity,400000,3,"['Fresh seafood', 'Attentive staff', 'Beautiful view']","['Bland taste', 'Poor value']",0.72,22,Female,2025-10-23
U0385,solo,Foodie,600000,3,"['Delicious coffee', 'Affordable prices', 'Spicy flavor']","['Lack of privacy', 'Limited options']",0.32,33,Female,2025-05-24
U0386,couple,Foodie,200000,2,"['Fresh seafood', 'Attentive staff', 'Quiet atmosphere']","['Small portions', 'Poor cleanliness']",0.03,50,Both,2025-02-25
U0387,friends,Activity,400000,2,"['Authentic taste', 'Clean facilities', 'Family-friendly']","['Limited options', 'Unpleasant taste']",0.26,44,Female,2025-01-15
U0388,couple,Healing,800000,4,"['Comfortable bedding', 'Quick service', 'Spicy flavor']","['Outdated facilities', 'Noise']",0.61,49,Both,2025-04-30
U0389,friends,Healing,100000,1,"['Quick service', 'Ocean view', 'Clean facilities']","['Unfriendly staff', 'Hygiene issues']",0.27,50,Female,2025-03-17
U0390,couple,Cultural,900000,2,"['Family-friendly', 'Beautiful view', 'Comfortable bedding']","['Salty food', 'Limited options']",0.87,41,Both,2025-04-16
U0391,couple,Healing,900000,2,"['Beautiful view', 'Affordable prices', 'Quick service']","['Limited amenities', 'Small portions']",0.88,21,Both,2025-09-13
U0392,solo,Foodie,1100000,3,"['Beautiful view', 'Quick service', 'Authentic taste']","['Salty food', 'Limited menu']",0.29,57,Female,2025-07-30
U0393,friends,Cultural,700000,3,"['Friendly service', 'Delicious coffee', 'Generous portions']","['High price', 'Outdated facilities']",0.78,23,Male,2025-11-14
U0394,solo,Cultural,400000,3,"['Authentic taste', 'Ocean view', 'Generous portions']","['Poor soundproofing', 'Lack of privacy']",0.39,24,Male,2025-11-24
U0395,solo,Healing,800000,3,"['Well-maintained facilities', 'High-quality meat', 'Friendly service']","['Poor value', 'Hygiene issues']",0.52,47,Male,2025-05-20
U0396,friends,Foodie,400000,2,"['Well-maintained facilities', 'Comfortable bedding', 'Delicious food']","['Poor cleanliness', 'Insect presence']",0.5,42,Male,2025-05-25
U0397,friends,Cultural,400000,2,"['Spicy flavor', 'Tasty food', 'Affordable prices']","['High price', 'Poor cleanliness']",0.32,30,Male,2025-09-15
U0398,solo,Cultural,1500000,3,"['Friendly service', 'Cleanliness', 'Ocean view']","['Small room size', 'Noise']",0.7,38,Male,2025-08-17
U0399,solo,Activity,900000,1,"['Delicious food', 'Tender meat', 'Cleanliness']","['Long wait', 'Salty food']",0.04,36,Female,2025-02-20
U0400,friends,Cultural,200000,2,"['Good value', 'Ocean view', 'Variety of dishes']","['Overpriced', 'Limited options']",0.12,31,Female,2025-11-27
U0401,friends,Foodie,300000,2,"['Delicious food', 'Pleasant atmosphere', 'Good value']","['Limited menu', 'Bland taste']",0.42,54,Female,2025-06-12
U0402,couple,Cultural,800000,2,"['Ocean view', 'High-quality meat', 'Spicy flavor']","['Salty food', 'Poor food quality']",0.55,21,Both,2025-07-15
U0403,solo,Cultural,500000,2,"['Ocean view', 'Delicious coffee', 'Clean facilities']","['Poor soundproofing', 'Outdated facilities']",0.92,26,Male,2025-01-27
U0404,couple,Healing,400000,4,"['Scenic views', 'Satisfying portions', 'Quick service']","['Cramped space', 'High price']",0.18,59,Both,2025-07-22
U0405,solo,Healing,300000,2,"['Well-maintained facilities', 'Affordable prices', 'Attentive staff']","['Noise', 'High price']",0.22,24,Female,2025-08-28
U0406,friends,Foodie,2400000,3,"['Comfortable bedding', 'Beautiful view', 'Satisfying portions']","['Long wait', 'Small portions']",0.14,48,Male,2025-02-23
U0407,solo,Cultural,300000,1,"['Affordable prices', 'Tasty food', 'Convenient amenities']","['Noise', 'Hygiene issues']",0.86,50,Male,2025-02-14
U0408,solo,Cultural,300000,3,"['High-quality meat', 'Tasty food', 'Value for money']","['Insect presence', 'Limited menu']",0.0,25,Male,2025-11-10
U0409,couple,Activity,500000,4,"['Affordable prices', 'Attentive staff', 'Tender meat']","['Weak water pressure', 'Unpleasant taste']",0.47,29,Both,2025-11-05
U0410,friends,Cultural,300000,2,"['Attentive staff', 'Spicy flavor', 'High-quality meat']","['Insect presence', 'Limited options']",0.87,47,Female,2025-11-23
U0411,solo,Activity,1300000,3,"['Comfortable bedding', 'Delicious coffee', 'Well-maintained facilities']","['Bland taste', 'Poor food quality']",0.01,59,Female,2025-03-13
U0412,couple,Foodie,600000,3,"['Convenient amenities', 'Good value', 'Ocean view']","['Limited amenities', 'Poor cleanliness']",0.97,55,Both,2025-01-28
U0413,friends,Cultural,500000,2,"['Variety of dishes', 'Ocean view', 'Delicious food']","['Limited menu', 'Slow service']",0.11,39,Male,2025-07-10
U0414,solo,Foodie,500000,2,"['Quick service', 'Satisfying portions', 'Affordable prices']","['Limited menu', 'Unpleasant taste']",0.1,64,Female,2025-10-27
U0415,solo,Healing,900000,4,"['Comfortable bedding', 'Tasty food', 'Quick service']","['High price', 'Limited options']",0.95,23,Female,2025-05-16
U0416,solo,Activity,400000,2,"['Friendly service', 'Spicy flavor', 'High-quality meat']","['Cramped space', 'Unpleasant taste']",0.03,65,Male,2025-09-30
U0417,solo,Foodie,300000,2,"['Friendly service', 'Value for money', 'Generous portions']","['Salty food', 'Unfriendly staff']",0.4,33,Male,2025-08-05
U0418,friends,Cultural,400000,4,"['Tender meat', 'Beautiful view', 'Delicious coffee']","['Lack of privacy', 'Bland taste']",0.2,46,Female,2025-01-12
U0419,solo,Activity,4100000,5,"['Affordable prices', 'Beautiful view', 'Clean room']","['Overpriced', 'Poor soundproofing']",0.99,39,Male,2025-11-20
U0420,friends,Cultural,1700000,2,"['Quick service', 'Good value', 'Delicious coffee']","['Small room size', 'Weak water pressure']",0.92,38,Male,2025-04-11
U0421,solo,Healing,300000,2,"['Beautiful view', 'Large portions', 'Friendly service']","['Poor cleanliness', 'Bland taste']",0.93,64,Female,2025-08-22
U0422,solo,Activity,400000,4,"['Quick service', 'Tender meat', 'Delicious food']","['Slow service', 'Poor soundproofing']",0.83,26,Female,2025-09-25
U0423,friends,Foodie,1100000,3,"['Satisfying portions', 'Spicy flavor', 'Attentive staff']","['Overpriced', 'Salty food']",0.27,48,Male,2025-05-06
U0424,solo,Healing,400000,1,"['Tender meat', 'Quick service', 'Family-friendly']","['Lack of privacy', 'Poor cleanliness']",0.08,54,Male,2025-10-23
U0425,friends,Foodie,200000,2,"['Cleanliness', 'Attentive staff', 'Family-friendly']","['Limited options', 'Lack of privacy']",0.51,59,Male,2025-05-01
U0426,solo,Activity,1700000,4,"['Fresh seafood', 'Clean room', 'Affordable prices']","['Poor food quality', 'Bland taste']",0.0,49,Male,2025-07-31
U0427,friends,Foodie,200000,2,"['Attentive staff', 'Family-friendly', 'High-quality meat']","['Slow service', 'Lack of privacy']",0.18,24,Male,2025-03-18
U0428,couple,Healing,300000,1,"['Tasty food', 'Clean room', 'Good value']","['Small portions', 'Overpriced']",0.09,34,Both,2025-05-28
U0429,couple,Activity,300000,2,"['Delicious food', 'Scenic views', 'Cleanliness']","['Small room size', 'Poor food quality']",0.48,46,Both,2025-06-15
U0430,friends,Activity,2400000,5,"['Fresh seafood', 'Ocean view', 'Large portions']","['Small room size', 'Limited amenities']",0.16,65,Male,2025-11-29
U0431,friends,Cultural,700000,4,"['Large portions', 'Affordable prices', 'Fresh seafood']","['Insect presence', 'Lack of privacy']",0.58,38,Male,2025-06-10
U0432,couple,Healing,3900000,5,"['Good value', 'Family-friendly', 'Scenic views']","['Bland taste', 'High price']",0.11,56,Both,2025-12-04
U0433,friends,Foodie,800000,4,"['Variety of dishes', 'Friendly service', 'Pleasant atmosphere']","['Noise', 'Hygiene issues']",0.61,51,Male,2025-09-25
U0434,couple,Activity,2400000,3,"['Well-maintained facilities', 'Good value', 'Large portions']","['Lack of privacy', 'Limited options']",0.48,38,Both,2025-08-01
U0435,friends,Cultural,400000,2,"['Clean facilities', 'Beautiful view', 'Good value']","['Poor soundproofing', 'Poor food quality']",0.49,42,Male,2025-03-08
U0436,couple,Foodie,300000,1,"['Cleanliness', 'Good value', 'Delicious coffee']","['Slow service', 'Small room size']",0.08,52,Both,2025-01-07
U0437,solo,Cultural,600000,2,"['Convenient amenities', 'Pleasant atmosphere', 'Affordable prices']","['Overpriced', 'Limited menu']",0.14,22,Male,2025-11-04
U0438,friends,Foodie,600000,3,"['Delicious food', 'Ocean view', 'Affordable prices']","['Poor cleanliness', 'Bland taste']",0.47,53,Male,2025-01-06
U0439,solo,Foodie,200000,2,"['Generous portions', 'Convenient amenities', 'Clean facilities']","['Hygiene issues', 'Salty food']",0.92,52,Male,2025-06-05
U0440,couple,Activity,200000,2,"['Clean facilities', 'Tasty food', 'Family-friendly']","['Bland taste', 'Limited amenities']",0.2,32,Both,2025-06-08
U0441,friends,Foodie,1000000,2,"['Affordable prices', 'Ocean view', 'Tasty food']","['Small portions', 'Lack of privacy']",0.33,23,Male,2025-06-29
U0442,couple,Cultural,600000,2,"['Quiet atmosphere', 'Fresh seafood', 'Large portions']","['Bland taste', 'High price']",0.67,37,Both,2025-03-03
U0443,couple,Foodie,200000,1,"['Pleasant atmosphere', 'High-quality meat', 'Satisfying portions']","['Unfriendly staff', 'Limited options']",0.07,37,Both,2025-07-25
U0444,couple,Activity,700000,2,"['Quiet atmosphere', 'Beautiful view', 'Variety of dishes']","['Slow service', 'Poor cleanliness']",0.28,47,Both,2025-03-05
U0445,friends,Healing,500000,3,"['Scenic views', 'Cleanliness', 'Authentic taste']","['Limited menu', 'Overpriced']",0.78,18,Male,2025-10-18
U0446,friends,Healing,800000,4,"['Convenient amenities', 'Satisfying portions', 'Comfortable bedding']","['Limited options', 'Cramped space']",0.26,29,Female,2025-09-12
U0447,solo,Activity,400000,4,"['Variety of dishes', 'Delicious coffee', 'Clean room']","['Overpriced', 'Cramped space']",0.89,55,Female,2025-03-16
U0448,friends,Foodie,900000,5,"['Tasty food', 'Clean facilities', 'Attentive staff']","['Outdated facilities', 'Weak water pressure']",0.74,58,Male,2025-04-02
U0449,friends,Cultural,900000,1,"['Quiet atmosphere', 'Well-maintained facilities', 'Quick service']","['Insect presence', 'Poor cleanliness']",0.12,36,Female,2025-09-16
U0450,friends,Activity,300000,1,"['Generous portions', 'Ocean view', 'Clean facilities']","['Bland taste', 'Cramped space']",0.91,48,Female,2025-01-04
U0451,solo,Foodie,600000,3,"['Generous portions', 'Attentive staff', 'Clean facilities']","['Noise', 'Unfriendly staff']",0.82,32,Male,2025-03-24
U0452,couple,Activity,800000,3,"['Beautiful view', 'Authentic taste', 'Quiet atmosphere']","['Poor soundproofing', 'Salty food']",0.4,49,Both,2025-01-01
U0453,solo,Activity,2600000,4,"['Scenic views', 'Large portions', 'Clean facilities']","['Overpriced', 'Unfriendly staff']",0.65,54,Female,2025-12-05
U0454,friends,Healing,400000,1,"['Quick service', 'Fresh seafood', 'Comfortable bedding']","['High price', 'Lack of privacy']",0.44,38,Male,2025-11-15
U0455,friends,Healing,300000,3,"['Quick service', 'Family-friendly', 'Delicious food']","['Unpleasant taste', 'Limited options']",0.18,19,Female,2025-02-02
U0456,solo,Activity,100000,1,"['Cleanliness', 'Attentive staff', 'Large portions']","['Slow service', 'Limited options']",0.98,57,Male,2025-03-21
U0457,friends,Foodie,400000,1,"['Scenic views', 'Cleanliness', 'Affordable prices']","['Poor food quality', 'Poor cleanliness']",0.01,62,Male,2025-07-03
U0458,solo,Activity,100000,1,"['Family-friendly', 'Beautiful view', 'High-quality meat']","['Poor food quality', 'Limited amenities']",0.49,24,Male,2025-08-12
U0459,solo,Healing,2800000,3,"['Good value', 'Pleasant atmosphere', 'Spicy flavor']","['Limited options', 'Insect presence']",0.06,30,Male,2025-11-04
U0460,friends,Foodie,200000,2,"['Attentive staff', 'Good value', 'Cleanliness']","['Unpleasant taste', 'Poor soundproofing']",0.04,57,Male,2025-11-25
U0461,friends,Cultural,900000,4,"['Fresh seafood', 'Ocean view', 'Authentic taste']","['Cramped space', 'Weak water pressure']",0.66,64,Female,2025-07-08
U0462,couple,Healing,200000,1,"['Ocean view', 'Delicious coffee', 'Pleasant atmosphere']","['Cramped space', 'Unpleasant taste']",0.24,64,Both,2025-12-05
U0463,couple,Activity,1100000,3,"['Cleanliness', 'Affordable prices', 'Quick service']","['Poor value', 'Insect presence']",0.05,46,Both,2025-06-15
U0464,couple,Foodie,400000,3,"['Affordable prices', 'Large portions', 'Family-friendly']","['Slow service', 'Poor food quality']",1.0,36,Both,2025-10-08
U0465,couple,Cultural,200000,2,"['Quiet atmosphere', 'Quick service', 'Convenient amenities']","['Overpriced', 'Insect presence']",0.26,19,Both,2025-08-28
U0466,friends,Activity,800000,2,"['Convenient amenities', 'Quiet atmosphere', 'Beautiful view']","['Long wait', 'Overpriced']",0.64,61,Female,2025-02-25
U0467,friends,Activity,200000,2,"['High-quality meat', 'Delicious coffee', 'Well-maintained facilities']","['Insect presence', 'High price']",0.23,36,Male,2025-04-02
U0468,solo,Cultural,200000,2,"['Family-friendly', 'Good value', 'Comfortable bedding']","['Limited amenities', 'Limited options']",0.11,62,Male,2025-07-26
U0469,couple,Healing,1300000,4,"['Value for money', 'Attentive staff', 'Quiet atmosphere']","['Poor food quality', 'Outdated facilities']",0.36,41,Both,2025-06-21
U0470,couple,Foodie,1800000,4,"['Spicy flavor', 'Quick service', 'Cleanliness']","['Limited amenities', 'Cramped space']",0.92,29,Both,2025-11-21
U0471,couple,Foodie,2700000,4,"['Scenic views', 'Large portions', 'Clean room']","['Small portions', 'Lack of privacy']",0.31,41,Both,2025-06-21
U0472,friends,Cultural,400000,3,"['Spicy flavor', 'Clean facilities', 'Quick service']","['Noise', 'Limited menu']",0.76,19,Male,2025-12-28
U0473,solo,Activity,400000,1,"['Generous portions', 'Tender meat', 'Pleasant atmosphere']","['Overpriced', 'Outdated facilities']",0.55,40,Female,2025-04-02
U0474,solo,Foodie,2200000,5,"['Generous portions', 'Good value', 'Tasty food']","['Limited options', 'High price']",0.76,64,Male,2025-07-04
U0475,couple,Cultural,500000,2,"['Scenic views', 'Fresh seafood', 'Delicious food']","['Weak water pressure', 'Poor soundproofing']",0.1,25,Both,2025-07-15
U0476,friends,Cultural,300000,2,"['Tasty food', 'Quick service', 'Ocean view']","['Cramped space', 'Poor value']",0.48,61,Female,2025-06-27
U0477,friends,Healing,1000000,2,"['Convenient amenities', 'Clean facilities', 'Spicy flavor']","['Poor cleanliness', 'Small room size']",0.59,46,Female,2025-03-24
U0478,couple,Healing,2600000,3,"['Beautiful view', 'Family-friendly', 'Value for money']","['Limited amenities', 'Slow service']",0.27,50,Both,2025-06-19
U0479,solo,Healing,100000,1,"['Clean facilities', 'Convenient amenities', 'Generous portions']","['Poor cleanliness', 'High price']",0.61,31,Male,2025-08-20
U0480,solo,Foodie,700000,3,"['Friendly service', 'Good value', 'Clean room']","['Bland taste', 'Hygiene issues']",0.32,34,Male,2025-11-06
U0481,couple,Activity,400000,1,"['Value for money', 'Quick service', 'Spicy flavor']","['Poor food quality', 'Outdated facilities']",0.15,30,Both,2025-01-25
U0482,couple,Foodie,1100000,3,"['Quick service', 'High-quality meat', 'Variety of dishes']","['Small room size', 'High price']",0.2,26,Both,2025-04-23
U0483,friends,Healing,500000,2,"['Family-friendly', 'Authentic taste', 'Friendly service']","['Bland taste', 'Small room size']",0.26,18,Female,2025-11-06
U0484,couple,Healing,100000,1,"['Generous portions', 'Tasty food', 'Variety of dishes']","['Poor value', 'Weak water pressure']",0.19,64,Both,2025-02-13
U0485,solo,Foodie,300000,1,"['Beautiful view', 'Value for money', 'Well-maintained facilities']","['Limited options', 'Salty food']",0.12,32,Male,2025-05-17
U0486,couple,Foodie,400000,2,"['Spicy flavor', 'Fresh seafood', 'Satisfying portions']","['Limited amenities', 'Unfriendly staff']",0.05,42,Both,2025-12-04
U0487,friends,Activity,200000,2,"['Satisfying portions', 'High-quality meat', 'Comfortable bedding']","['Poor cleanliness', 'Bland taste']",0.55,32,Female,2025-11-10
U0488,solo,Foodie,600000,3,"['Delicious food', 'Comfortable bedding', 'Family-friendly']","['Salty food', 'Slow service']",0.61,20,Male,2025-07-16
U0489,solo,Healing,200000,1,"['Fresh seafood', 'Family-friendly', 'Delicious coffee']","['Limited options', 'Weak water pressure']",0.42,62,Female,2025-08-25
U0490,solo,Cultural,800000,2,"['Attentive staff', 'Beautiful view', 'Delicious coffee']","['Small room size', 'Salty food']",0.07,48,Male,2025-11-29
U0491,solo,Foodie,700000,3,"['Clean room', 'Pleasant atmosphere', 'Variety of dishes']","['Limited options', 'High price']",0.38,41,Female,2025-09-06
U0492,friends,Foodie,400000,4,"['Authentic taste', 'Fresh seafood', 'Satisfying portions']","['Long wait', 'High price']",0.02,22,Male,2025-12-08
U0493,solo,Cultural,1300000,5,"['Large portions', 'Comfortable bedding', 'Convenient amenities']","['Long wait', 'Bland taste']",0.55,44,Male,2025-08-13
U0494,solo,Healing,400000,3,"['Large portions', 'Scenic views', 'Family-friendly']","['Insect presence', 'High price']",0.49,52,Male,2025-12-31
U0495,friends,Cultural,200000,2,"['Generous portions', 'Scenic views', 'Quick service']","['Overpriced', 'Hygiene issues']",0.59,45,Female,2025-10-03
U0496,friends,Foodie,1600000,5,"['Delicious food', 'Well-maintained facilities', 'Clean facilities']","['Insect presence', 'Salty food']",0.96,34,Female,2025-03-11
U0497,solo,Healing,500000,3,"['Clean room', 'Tender meat', 'Convenient amenities']","['Slow service', 'Weak water pressure']",0.24,52,Male,2025-04-08
U0498,couple,Healing,900000,2,"['Family-friendly', 'Variety of dishes', 'Clean room']","['Limited options', 'Insect presence']",0.24,64,Both,2025-03-21
U0499,couple,Healing,2400000,3,"['Tender meat', 'Quick service', 'Tasty food']","['Cramped space', 'Noise']",0.1,44,Both,2025-06-23
U0500,solo,Activity,900000,2,"['Fresh seafood', 'Scenic views', 'Clean facilities']","['Salty food', 'Limited menu']",1.0,26,Male,2025-03-01
U0501,solo,Foodie,500000,2,"['Convenient amenities', 'Beautiful view', 'Delicious coffee']","['Poor soundproofing', 'High price']",0.07,18,Male,2025-07-21
U0502,couple,Healing,500000,5,"['Tasty food', 'Variety of dishes', 'Value for money']","['Slow service', 'Limited menu']",0.92,51,Both,2025-01-08
U0503,solo,Activity,400000,2,"['Pleasant atmosphere', 'Variety of dishes', 'Satisfying portions']","['Poor value', 'Poor food quality']",0.74,20,Female,2025-12-24
U0504,couple,Cultural,200000,1,"['Clean room', 'Spicy flavor', 'Scenic views']","['Outdated facilities', 'Small portions']",0.06,50,Both,2025-02-19
U0505,solo,Activity,100000,1,"['Quiet atmosphere', 'Affordable prices', 'Clean room']","['Unfriendly staff', 'Unpleasant taste']",0.52,55,Female,2025-06-26
U0506,couple,Activity,600000,2,"['Well-maintained facilities', 'Beautiful view', 'Pleasant atmosphere']","['Long wait', 'Hygiene issues']",0.13,32,Both,2025-03-16
U0507,couple,Healing,300000,2,"['Convenient amenities', 'Tasty food', 'Attentive staff']","['Hygiene issues', 'Bland taste']",0.8,34,Both,2025-05-31
U0508,friends,Cultural,2600000,3,"['Well-maintained facilities', 'Authentic taste', 'Delicious food']","['Small room size', 'Limited amenities']",0.68,38,Female,2025-11-14
U0509,couple,Foodie,400000,3,"['Family-friendly', 'Large portions', 'Attentive staff']","['Poor cleanliness', 'Limited amenities']",0.97,31,Both,2025-01-07
U0510,solo,Foodie,500000,2,"['Clean facilities', 'Tasty food', 'Spicy flavor']","['Slow service', 'Overpriced']",0.32,40,Female,2025-05-21
U0511,couple,Healing,300000,3,"['Delicious coffee', 'Quiet atmosphere', 'Cleanliness']","['Salty food', 'Small room size']",0.68,32,Both,2025-01-13
U0512,couple,Healing,400000,2,"['Variety of dishes', 'Cleanliness', 'Ocean view']","['High price', 'Limited amenities']",0.09,42,Both,2025-09-03
U0513,couple,Healing,1100000,3,"['Ocean view', 'Satisfying portions', 'Tasty food']","['Poor cleanliness', 'Unfriendly staff']",0.51,65,Both,2025-01-29
U0514,solo,Activity,1500000,4,"['Large portions', 'High-quality meat', 'Variety of dishes']","['Limited menu', 'Hygiene issues']",0.18,42,Male,2025-08-26
U0515,friends,Healing,400000,2,"['Fresh seafood', 'Delicious coffee', 'Scenic views']","['Insect presence', 'Unpleasant taste']",0.51,47,Female,2025-09-16
U0516,couple,Activity,400000,2,"['Ocean view', 'Well-maintained facilities', 'Authentic taste']","['Hygiene issues', 'Limited menu']",0.19,30,Both,2025-12-25
U0517,solo,Foodie,300000,1,"['Clean facilities', 'Well-maintained facilities', 'Friendly service']","['Slow service', 'Hygiene issues']",0.3,38,Male,2025-11-16
U0518,couple,Cultural,600000,2,"['Large portions', 'Authentic taste', 'Affordable prices']","['Hygiene issues', 'Poor value']",0.04,64,Both,2025-05-12
U0519,solo,Healing,400000,2,"['Tasty food', 'Attentive staff', 'Large portions']","['Limited options', 'Cramped space']",0.2,31,Male,2025-11-03
U0520,friends,Cultural,2300000,3,"['Delicious coffee', 'Family-friendly', 'Value for money']","['Cramped space', 'Limited options']",0.75,18,Female,2025-09-12
U0521,couple,Foodie,4300000,5,"['Pleasant atmosphere', 'Spicy flavor', 'Quick service']","['Poor value', 'Cramped space']",0.08,45,Both,2025-08-10
U0522,solo,Activity,100000,1,"['Value for money', 'Fresh seafood', 'Delicious food']","['Unpleasant taste', 'Hygiene issues']",0.18,20,Male,2025-05-08
U0523,solo,Healing,300000,3,"['Ocean view', 'Clean facilities', 'Large portions']","['High price', 'Limited menu']",0.2,25,Female,2025-01-19
U0524,couple,Activity,600000,5,"['Variety of dishes', 'Ocean view', 'Affordable prices']","['Outdated facilities', 'Poor food quality']",0.05,41,Both,2025-01-28
U0525,couple,Healing,1300000,5,"['Family-friendly', 'Pleasant atmosphere', 'Friendly service']","['Insect presence', 'Small portions']",0.91,51,Both,2025-01-29
U0526,solo,Cultural,1700000,2,"['Large portions', 'Fresh seafood', 'Quick service']","['Cramped space', 'High price']",0.84,55,Female,2025-02-08
U0527,couple,Cultural,500000,2,"['Satisfying portions', 'Good value', 'Clean facilities']","['Poor value', 'Hygiene issues']",0.92,47,Both,2025-03-14
U0528,couple,Activity,300000,2,"['Fresh seafood', 'Cleanliness', 'Beautiful view']","['Limited options', 'Lack of privacy']",0.32,42,Both,2025-07-01
U0529,solo,Healing,500000,1,"['Good value', 'Scenic views', 'Generous portions']","['Overpriced', 'Slow service']",0.81,57,Female,2025-10-24
U0530,couple,Foodie,900000,4,"['Quick service', 'Satisfying portions', 'Quiet atmosphere']","['Small room size', 'Limited menu']",0.86,37,Both,2025-01-24
U0531,couple,Healing,400000,1,"['Satisfying portions', 'Family-friendly', 'Variety of dishes']","['High price', 'Small portions']",0.5,28,Both,2025-06-25
U0532,solo,Cultural,500000,2,"['Friendly service', 'High-quality meat', 'Satisfying portions']","['Insect presence', 'Salty food']",0.56,31,Male,2025-09-17
U0533,solo,Activity,300000,2,"['Affordable prices', 'Attentive staff', 'Delicious coffee']","['Poor food quality', 'Small portions']",0.73,29,Female,2025-11-29
U0534,friends,Activity,1000000,2,"['Convenient amenities', 'Authentic taste', 'Delicious coffee']","['Overpriced', 'Salty food']",0.57,61,Male,2025-03-05
U0535,solo,Foodie,500000,3,"['Tender meat', 'Delicious food', 'Good value']","['Lack of privacy', 'Poor cleanliness']",0.14,37,Female,2025-10-10
U0536,solo,Foodie,2800000,3,"['Delicious food', 'Beautiful view', 'Friendly service']","['Bland taste', 'Long wait']",0.84,33,Female,2025-12-25
U0537,couple,Healing,1900000,2,"['Well-maintained facilities', 'Tender meat', 'Good value']","['Weak water pressure', 'Slow service']",0.19,23,Both,2025-04-06
U0538,solo,Activity,100000,1,"['Scenic views', 'Fresh seafood', 'Family-friendly']","['Overpriced', 'Lack of privacy']",0.69,27,Female,2025-10-04
