id,name,address,lat,lng,description,category,sub_category,source,url,rating,review_count,like,dislike,checkin_time,checkout_time,offpeak_weekday_price_max,offpeak_weekday_price_min,offpeak_weekday_price_avg,offpeak_weekend_price_max,offpeak_weekend_price_min,offpeak_weekend_price_avg,peak_weekday_price_max,peak_weekday_price_min,peak_weekday_price_avg,peak_weekend_price_max,peak_weekend_price_min,peak_weekend_price_avg
10063698,강릉 바다솔펜션,강원특별자치도 강릉시 공항길44번길 15,37.76168846,128.9409319,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10063698,5.0,19.0,Cleanliness; Friendly service; Comfortable bedding; Well-equipped facilities; Family-friendly,Small pool,15:00,11:00,199000,99000,149000,399000,189000,289000,429000,269000,344000,429000,269000,344000
1000088950,강릉 소금강여울목펜션,강원도 강릉시 연곡면 삼산길 3-12,37.84753486,128.6994474,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000088950,5.0,54.0,Friendly service; Cleanliness; Beautiful garden; Comfortable atmosphere; Well-equipped barbecue,Lack of water,13:00,11:00,135000,108000,128250,150000,120000,142500,150000,120000,142500,150000,120000,142500
10047953,강릉 1012독채펜션,강원도 강릉시 하남길 340,37.80851864,128.8997301,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10047953,5.0,10.0,Friendly service; Cleanliness; Attractive design; Quiet atmosphere; Well-stocked amenities,,15:00,11:00,99000,99000,99000,246050,246050,246050,255550,255550,255550,370500,370500,370500
10065569,강릉 서당하우스,강원특별자치도 강릉시 주문진읍 주문진서당길 9-24,37.88241826,128.8160503,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10065569,5.0,1.0,Convenient parking; Friendly service; Modern building; Quiet atmosphere; Spacious rooms,,15:00,11:00,600000,300000,400000,640000,320000,426666,640000,320000,426666,640000,320000,453333
3012133,강릉(정동진) 부채길 모텔&펜션,강원도 강릉시 강동면 정동역길 64-1,37.68912812,129.0348892,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3012133,4.6,168.0,Friendly service; Scenic view; Comfortable atmosphere; Spacious room; Good value,,15:00,11:00,150000,40000,68000,250000,70000,138000,150000,40000,70000,300000,70000,174000
10044704,강릉 라온펜션,강원도 강릉시 난설헌로 203-18,37.79254392,128.9126439,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10044704,5.0,16.0,Cleanliness; Friendly service; Comfortable stay; Good value; Unique amenities,,15:00,11:00,94800,84200,86850,190800,180100,182775,105500,94800,97475,169400,137500,156125
10064591,강릉 블랑37독채풀빌라,강원특별자치도 강릉시 해안로621번길 8,37.81210138,128.8978231,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064591,5.0,9.0,Cleanliness; Modern design; Excellent facilities; Relaxing atmosphere; Friendly service,,15:00,11:00,655000,655000,655000,880000,855000,867500,755000,755000,755000,980000,980000,980000
10057169,강릉 산북150,강원특별자치도 강릉시 성산면 칠봉로 244-7,37.69993204,128.8459968,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10057169,5.0,1.0,Cleanliness; Friendly service; Room aesthetics,,15:00,11:00,260000,260000,260000,280000,280000,280000,260000,260000,260000,280000,280000,280000
10042411,강릉(정동진) BONHEUR(보네르),강원도 강릉시 강동면 정동4길 9,37.68558603,129.0393365,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/10042411,4.6,105.0,Cleanliness; Friendly service; Comfortable amenities; Charming atmosphere; Aesthetic appeal,,15:00,11:00,156000,58000,85571,230000,90000,127857,230000,90000,127857,260000,100000,142000
3006888,강릉 아이리스스파펜션,강원특별자치도 강릉시 사천면 방동길 276,37.82570031,128.8742175,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3006888,4.3,84.0,Spacious amenities; Private pool; Scenic view; Relaxing spa; Group-friendly,Outdated facilities; High pet fees; Poor cleanliness; Overpriced; Unaccommodating service,15:00,11:00,119000,49000,62571,299000,159000,182571,309000,149000,178642,399000,189000,223285
10055839,강릉 소나무펜션,강원특별자치도 강릉시 주문진읍 신리천로 606-76,37.8854386,128.7690247,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10055839,5.0,2.0,Comfortable rooms; Friendly service; Generous amenities,,15:00,11:00,240000,48000,112000,350000,80000,172000,240000,48000,112000,350000,80000,172000
10059419,강릉 치즈바다,강원특별자치도 강릉시 사천면 중앙서로 92-76,37.8246502,128.8339947,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10059419,4.5,16.0,Child-friendly amenities; Cleanliness; Spacious pool; Comfortable facilities; Attentive service,,15:00,11:00,230000,230000,230000,320000,304000,312000,320000,320000,320000,320000,320000,320000
10046257,강릉 하쿠나마타타풀빌라,강원도 강릉시 해안로 663-117,37.81300078,128.8945273,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10046257,5.0,125.0,Friendly service; Comfortable atmosphere; Delicious breakfast; Well-maintained facilities; Thoughtful amenities,,15:00,11:00,450000,320000,363333,680000,480000,546666,750000,590000,643333,800000,660000,706666
3015404,강릉 경포대 호텔 마레,강원도 강릉시 창해로 443 (강문동),37.80054331,128.9123291,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3015404,4.9,504.0,Cleanliness; Friendly staff; Scenic view; Comfortable bedding; Convenient location,Lack of bidet; Room temperature; Smelly towels,16:00,11:00,130000,60000,91250,250000,150000,186250,200000,120000,155000,260000,180000,216250
10058408,강릉 삐꼴로까사,강원특별자치도 강릉시 사천면 해안로 1017-23,37.84016746,128.8687364,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058408,4.5,5.0,Cleanliness; Friendly service; Affordable price; Private pool; Convenient facilities,Small pool; Unsafe stairs; Worn-out bedding,15:00,11:00,105000,100000,101250,185000,180000,181250,185000,180000,181250,185000,180000,181250
1000109710,강릉 라라,강원도 강릉시 옥천로62번길 6(옥천동),37.76005536,128.8992716,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000109710,4.4,329.0,Cleanliness; Friendly service; Comfort; Spacious room; Room quality,,15:00,11:00,65000,40000,52500,85000,65000,75000,65000,45000,55000,130000,100000,115000
10064032,강릉 소금강펜션,강원특별자치도 강릉시 연곡면 진고개로 1347-11,37.84794682,128.6859894,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064032,5.0,1.0,Clean linens; Friendly service,,15:00,11:00,190000,80000,117500,220000,100000,140000,190000,80000,117500,220000,100000,140000
3011242,강릉 테라176펜션,강원특별자치도 강릉시 옥계면 헌화로 297,37.64194675,129.0431428,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3011242,4.8,173.0,Cleanliness; Friendly service; Scenic view; Comfortable amenities; Beach proximity,Low ceiling; Unsafe stairs,15:00,11:00,239000,69000,134454,265050,160550,219318,399000,189050,287313,499000,246050,375018
10040600,강릉 소리민박펜션,강원도 강릉시 옥계면 영밑길 122-5,37.56347301,128.937193,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10040600,5.0,9.0,Friendly service; Family-friendly; Quiet atmosphere; Clean facilities; Delicious food,Cleanliness issues; Insufficient supplies; Pest infestation; Room assignment; Security concerns,14:00,11:00,375000,125000,180000,375000,125000,180000,375000,125000,180000,400000,200000,250000
3014141,강릉 루이스 호텔,강원도 강릉시 옥가로50번길 11-1,37.76061081,128.9012769,,Accommodation,호텔,Yanolja,https://nol.yanolja.com/stay/domestic/3014141,4.6,430.0,Cleanliness; Friendly service; Comfortable stay; Complimentary amenities; Spacious room,Cold room; Lack of dining table; Unreliable bathroom light,16:00,12:00,130000,54450,86945,190000,118800,149225,240000,128700,173587,260000,128700,176087
10058374,강릉 보니스테이,강원특별자치도 강릉시 사천면 너다리길 23-14,37.8327706,128.8495235,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058374,4.5,11.0,Affordable price; Child-friendly; Comfortable stay; Friendly service; Relaxing atmosphere,Cleanliness; Dry air; Limited bathrooms,15:00,11:00,280000,280000,280000,356400,356400,356400,360000,356400,358200,360000,360000,360000
3005554,강릉 파랑펜션,강원특별자치도 강릉시 사천면 중앙서로 484-83,37.79948144,128.8128172,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3005554,,27.0,Friendly service; Clean room; Spacious room; Quiet atmosphere; Overall satisfaction,Poor cleanliness; Intrusive service; Inadequate facilities; No Wi-Fi; Unreliable electricity,15:00,11:00,130000,130000,130000,150000,150000,150000,150000,150000,150000,150000,150000,150000
10054259,강릉 해피몽펜션,강원특별자치도 강릉시 성산면 삼왕길 171-13,37.75634751,128.7942536,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10054259,4.7,10.0,Cleanliness; Friendly service; Pet-friendly; Quiet atmosphere; Well-equipped facilities,Insufficient kitchen supplies,15:00,11:00,140000,90000,101250,180000,110000,128750,140000,90000,101250,180000,110000,128750
10060408,강릉 쉼,강원특별자치도 강릉시 연곡면 진고개로 1424-49,37.84615231,128.6913722,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10060408,5.0,4.0,Friendly service; Cleanliness; Spacious kitchen; Comfortable temperature; Excellent value,,15:00,11:00,280000,280000,280000,380000,380000,380000,280000,280000,280000,380000,380000,380000
1000108403,강릉 경포대 료칸스테이,강원도 강릉시 사천면 진리해변길 32,37.83727699,128.8725328,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000108403,5.0,15.0,Cleanliness; Friendly service; Room quality; Affordability; Quiet atmosphere,,15:00,11:00,135000,45000,88750,195000,95000,148750,245000,95000,176250,245000,95000,177500
3009459,강릉 정동진풀빛향기애견펜션,강원특별자치도 강릉시 강동면 오이양지길 21,37.68398707,129.0117321,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3009459,5.0,55.0,Cleanliness; Friendly service; Pet-friendly amenities; Well-maintained facilities; Comfortable atmosphere,Dated room; Lack of fencing; Steep stairs,15:00,11:00,170000,80000,110000,200000,100000,138000,400000,180000,266000,300000,140000,208000
10064996,강릉 정동진소망스테이,강원특별자치도 강릉시 강동면 헌화로 920-24,37.68248399,129.0414251,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064996,5.0,1.0,Comfortable beds; Good air conditioning; Friendly service; Spacious rooms,,15:00,11:00,300000,300000,300000,350000,350000,350000,350000,350000,350000,450000,450000,450000
10043330,강릉 다비치펜션,강원도 강릉시 성산면 대관령옛길 126,37.7108867,128.7964647,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10043330,4.7,17.0,Friendly service; Cleanliness; Comfortable accommodation; Good value; Scenic view,Boiler issues; Low shower pressure,14:00,11:00,200000,100000,133333,200000,100000,133333,200000,100000,133333,200000,100000,133333
10054058,강릉 솔향강릉카라반캠핑장,강원특별자치도 강릉시 경강로 2580 (강릉경찰수련원),37.77297376,128.941139,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10054058,4.6,14.0,Cleanliness; Comfortable atmosphere; Convenience store; Spacious room; Good hot water,Outdated facilities; Poor bathroom cleanliness; Musty smell; Noisy floors; Lack of supplies,15:00,11:00,98000,98000,98000,180000,180000,180000,180000,180000,180000,180000,180000,180000
10045409,강릉(정동진) 놀자,강원도 강릉시 강동면 정동1길 8,37.6908219,129.0324538,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/10045409,4.8,34.0,Friendly service; Cleanliness; Rooftop area,,15:00,11:00,70000,40000,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000
1000145,강릉 더뷰티호텔,강원도 강릉시 옥천로62번길 19 (교동),37.76144736,128.8994769,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000145,4.5,462.0,Cleanliness; Delicious breakfast; Friendly service; Room amenities; Comfortable dining,Inconvenient bathroom; Low water pressure; Small room size,16:00,11:00,85000,55000,66428,120000,75000,102857,115000,95000,105428,150000,125000,138500
3005708,강릉 경포캐빈펜션,강원특별자치도 강릉시 저동등길 106,37.795243,128.8856165,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3005708,5.0,17.0,Friendly service; Scenic view; Cleanliness; Comfortable room; Spaciousness,Limited space; Insects,15:00,11:00,280000,80000,180000,400000,140000,280000,400000,140000,280000,400000,140000,280000
3002920,강릉 산바다펜션,강원특별자치도 강릉시 하남길 251,37.80664576,128.8915116,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3002920,3.0,29.0,Good value; Friendly service,Dangerous stairs,15:00,11:00,140000,90000,108000,160000,110000,132000,140000,90000,108000,160000,110000,132000
10047492,강릉 퀴스테스파&풀빌라펜션,강원도 강릉시 난설헌로 259,37.79521318,128.915848,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10047492,4.7,73.0,Clean facilities; Friendly service; Spacious room; Convenient amenities; Enjoyable spa,Lack of privacy; Limited view; Restrictive policy,15:00,11:00,222700,94800,129462,404000,212100,262712,222700,94800,129462,442400,220700,277912
10052119,강릉 하파펜션,강원도 강릉시 사천면 진리해변길 165,37.84473847,128.8713167,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10052119,5.0,34.0,Cleanliness; Scenic view; Comfortable room; Spacious accommodation; Complimentary items,Lack of privacy; Cold bathroom; Poor soundproofing; Strong-smelling shampoo,15:00,11:00,230000,115000,144000,490000,227500,288190,400000,210000,257000,490000,250000,307000
10048689,강릉 해람채펜션,강원도 강릉시 해안로711번길 41-11,37.81582355,128.8890937,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10048689,4.5,11.0,Cleanliness; Friendly service; Affordable price; Spacious room; Pet-friendly,Cleanliness issues; Water temperature; Pet amenities; Facility maintenance; Outdated appliances,15:00,11:00,132100,74600,94825,169400,90600,119625,169400,95900,126250,167900,105600,128025
1000104133,강릉 블루스테이펜션,"강원도 강릉시 창해로350번길 21 4,5,6층(강문동)",37.79588005,128.9176037,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000104133,4.6,253.0,Cleanliness; Scenic view; Comfortable environment; Quality amenities; Spacious room,Aging facilities; Poor service; Strong fragrance; Inadequate signage; Lack of kitchen,15:00,11:00,170000,105000,136666,300000,210000,251666,170000,105000,136666,300000,210000,251666
10061958,강릉 연인들의사랑이야기,강원특별자치도 강릉시 성산면 삼포암길 45,37.7172796,128.7963203,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10061958,5.0,5.0,Friendly service; Cleanliness; Excellent facilities; Large pool; Quiet atmosphere,,15:00,11:00,170000,56000,113000,370500,151000,260750,370500,151000,260750,456000,171000,313500
3017013,강릉(정동진) 정동캐슬,강원도 강릉시 강동면 율곡로 1455,37.70850513,129.0114922,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3017013,4.1,129.0,Friendly service; Cleanliness; Great view; Quiet atmosphere; Reasonable price,Inadequate plumbing; Poor kitchen facilities; Overpriced,15:00,11:00,130000,70000,100000,150000,90000,120000,190000,130000,160000,190000,130000,160000
1000100071,강릉 경포대 아이리스 스테이,강원도 강릉시 창해로 255 (강문동),37.78793722,128.9252126,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000100071,4.3,582.0,Cleanliness; Friendly service; Good value; Quiet atmosphere; Well-equipped amenities,Weak water pressure; Dim lighting; Uncomfortable bedding; Hygiene issues,15:00,11:00,100000,40000,59333,120000,55000,78666,120000,40000,79166,120000,40000,79166
10061720,강릉 스테이 이플,강원특별자치도 강릉시 사천면 순포안길 47-14,37.81953669,128.881392,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10061720,5.0,1.0,Aesthetic appeal; Cleanliness; Cozy atmosphere,,15:00,11:00,400000,230000,286666,455400,287100,343200,396000,227700,284566,460000,290000,346666
27357,강릉(정동진) 엔담,강원도 강릉시 강동면 헌화로 906-5,37.68059305,129.0430475,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/27357,4.6,308.0,Cleanliness; Friendly service; Comfortable stay; Scenic views; Amenities,Outdated hairdryer; Weak air conditioning,15:00,11:00,60000,30000,46000,70000,50000,62000,60000,40000,52000,90000,70000,82000
10058132,강릉 스테이소솜,강원특별자치도 강릉시 강동면 헌화로 1085-1 (정동우체국),37.68979614,129.032124,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058132,5.0,15.0,Comfortable atmosphere; Thoughtful design; Friendly service; High-quality amenities; Scenic view,,15:00,11:00,250000,150000,200000,366300,247500,306900,370000,247500,308750,370000,250000,310000
10057607,강릉 나비잠,강원특별자치도 강릉시 골말길 32-1,37.75454089,128.8872508,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10057607,,1.0,Attentive service; Cleanliness; Cozy atmosphere,,15:00,11:00,170000,130000,150000,200000,160000,180000,220000,180000,200000,220000,180000,200000
3014292,강릉 휠,강원도 강릉시 옥천로61번길 24,37.75775955,128.898289,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3014292,4.4,29.0,Friendly service; Cleanliness; Warm room; Good value; Hot water,High price,16:00,11:00,40000,30000,36428,60000,45000,50714,110000,80000,93571,110000,80000,93571
10040426,강릉(정동진) 바다여행,강원도 강릉시 강동면 정동5길 10,37.68422053,129.0390252,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/10040426,4.8,114.0,Cleanliness; Comfortable bedding; Friendly service; Spaciousness; Well-maintained facilities,Outdated facilities; Small bathroom,15:00,11:00,85000,45000,61000,95000,55000,71000,115000,59500,77400,195000,68000,135600
10046137,강릉(정동진) 해맞이,강원도 강릉시 강동면 율곡로 1847-21,37.73258065,128.9887517,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/10046137,4.7,24.0,Cleanliness; Comfortable stay; Friendly service; Quiet atmosphere; Scenic view,,14:00,11:00,80000,70000,73333,90000,80000,83333,100000,80000,93333,100000,80000,93333
27857,강릉 미성장모텔,강원도 강릉시 옥천로65번길 10-2 (옥천동),37.75907491,128.8981242,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/27857,4.1,246.0,Cleanliness; Quiet environment; Comfortable stay; Friendly service; Good value,Air conditioning issues,16:00,11:00,40000,30000,35000,60000,50000,55000,50000,40000,45000,60000,40000,50000
10057347,강릉 해중공원펜션,강원특별자치도 강릉시 해안로 633-9,37.81301613,128.8961596,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10057347,5.0,17.0,Cleanliness; Friendly service; Comfortable bedding; Good value; Barbecue facilities,,15:00,11:00,79000,69000,75666,103550,94050,100383,151050,141550,149125,159000,141550,153183
10064643,강릉 소금강시즌펜션,강원특별자치도 강릉시 연곡면 진고개로 1178-17,37.84197107,128.6702656,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064643,4.8,4.0,Cleanliness; Friendly service; Room quality; Quiet atmosphere,Limited hot water,14:00,11:00,120000,100000,115000,150000,120000,142500,120000,100000,115000,150000,120000,142500
10056785,강릉 마레펜션,강원특별자치도 강릉시 옥계면 금진일출길 26,37.64809312,129.0451774,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10056785,5.0,2.0,Friendly host; Great view; Well-maintained,,15:00,11:00,180000,100000,140000,247500,130000,193375,247500,148500,198375,250000,148500,199625
1000104370,강릉 게스트하우스 뮤,강원도 강릉시 경강로 2068-1,37.7530994,128.8938947,,Accommodation,게스트하우스,Yanolja,https://nol.yanolja.com/stay/domestic/1000104370,3.8,85.0,Cleanliness; Comfort; Friendly service; Unique atmosphere; Well-equipped amenities,Noise disturbance; Insufficient bathroom facilities; Ineffective heating; Mixed-gender rooms; Inconvenient for grooming,15:00,11:00,25000,25000,25000,25000,25000,25000,29000,29000,29000,29000,29000,29000
10055567,강릉 스테이모모(신축 프라이빗 감성숙소),강원특별자치도 강릉시 주문진읍 신리천로 288-37 288-39 1~2층,37.87867338,128.7999725,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10055567,4.7,20.0,Cleanliness; Friendly service; Beautiful decor; High-quality amenities; Privacy,Insects presence; Lack of privacy; Insufficient heating; Sewer smell; Faulty projector,15:00,11:00,179000,179000,179000,399000,399000,399000,399000,399000,399000,459000,459000,459000
1000108331,강릉 블루마운틴,강원도 강릉시 사천면 진리해변길 119,37.84164626,128.8747429,,Accommodation,게스트하우스,Yanolja,https://nol.yanolja.com/stay/domestic/1000108331,3.0,50.0,Friendly service; Cleanliness; Scenic view; Comfort; Good value,Room condition; High cost; Poor insulation; Lack of amenities; Water issues,15:00,11:00,225000,60000,129375,275000,89000,174750,225000,60000,130625,275000,89000,178285
10064836,강릉 도원펜션,강원특별자치도 강릉시 저동등길189번길 21,37.8010044,128.8927208,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064836,5.0,1.0,Friendly service; New facilities; Well-maintained,,15:00,11:00,150000,150000,150000,200000,200000,200000,200000,200000,200000,200000,200000,200000
26111,강릉(안인) 빌리언스,강원도 강릉시 강동면 안인진길 27-2,37.73427587,128.9890008,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/26111,5.0,39.0,Friendly service; Cleanliness; Comfortable atmosphere; Good facilities; Spacious room,Lack of elevator; Insufficient toiletries; Outdated facilities; Poor soundproofing,15:00,11:00,110000,40000,68333,140000,60000,90000,130000,50000,79666,160000,70000,108333
1000090896,강릉 웅하우스독채펜션,강원도 강릉시 사천면 진리해변길 4,37.83558623,128.8726507,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000090896,5.0,14.0,Friendly service; Cleanliness; Cozy atmosphere; Excellent facilities; Spaciousness,Non-functional bathroom,15:00,11:00,200000,200000,200000,300000,300000,300000,200000,200000,200000,300000,300000,300000
10058071,강릉 헤르만의정원in강릉,강원특별자치도 강릉시 상유천길 26-3,37.76262379,128.8567787,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058071,5.0,3.0,Comfortable environment; Friendly service; Spaciousness; Well-maintained facilities; Privacy,,14:00,11:00,282500,282500,282500,339000,339000,339000,395500,395500,395500,508500,508500,508500
10052217,강릉 스테이쇼드펜션,강원특별자치도 강릉시 연곡면 조부동길 142-43,37.84901543,128.8540278,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10052217,4.7,29.0,Friendly service; Spacious pool; Cleanliness; Relaxing atmosphere; Comprehensive amenities,Insufficient kitchenware,15:00,11:00,318700,105500,151683,579348,199386,273256,421047,146619,213493,632500,157212,257778
10045710,강릉 수와래애견동반펜션,강원도 강릉시 사천면 순포안길 26,37.82175884,128.8837039,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10045710,4.7,112.0,Cleanliness; Friendly service; Comfortable stay; Pet-friendly amenities; Well-equipped kitchen,Outdated facilities; Temperature inconsistency; Small TV,15:00,11:00,84200,52200,63955,180100,137500,155233,180100,137500,155233,273500,233400,250088
10043199,강릉 씨에스타펜션,강원도 강릉시 해안로 388 4~5층(초당동),37.79685767,128.9123602,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10043199,2.5,7.0,Good value; Renovated rooms; Satisfactory parking,Cleanliness; Lack of staff; Poor lighting; Poor maintenance; Unpleasant odor,16:00,11:00,70000,30000,38000,90000,70000,74000,70000,30000,38000,90000,70000,74000
3005546,강릉 그꽃펜션,강원특별자치도 강릉시 저동길 160-8,37.79544696,128.8946643,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3005546,5.0,50.0,Friendly service; Cleanliness; Quiet atmosphere; Comfortable conditions; Scenic view,Inconsistent heating; Poor ventilation,15:00,11:00,149000,99000,115666,187110,137610,154110,189000,139000,155666,189000,137610,155203
3001762,강릉 부티크 호텔 봄봄,강원도 강릉시 교동광장로100번길 19,37.76660943,128.8762449,,Accommodation,호텔,Yanolja,https://nol.yanolja.com/stay/domestic/3001762,5.0,206.0,Cleanliness; Comfortable stay; Friendly service; Good amenities; Luxurious atmosphere,Bathroom issues; Poor soundproofing,16:00,11:00,165000,75000,106000,290000,170000,210000,290000,170000,210000,290000,170000,210000
1000093702,강릉 씨앤블루펜션,강원도 강릉시 주문진읍 해안로 1629,37.88109991,128.8322413,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000093702,5.0,73.0,Cleanliness; Scenic view; Comfortable bed; Quiet atmosphere; Room quality,Limited facilities; Outdated amenities; Poor toiletries,16:00,11:00,90000,90000,90000,140000,140000,140000,140000,140000,140000,140000,140000,140000
3006322,강릉 땅콩펜션,강원특별자치도 강릉시 사천면 진리해변길 55,37.83809663,128.874827,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3006322,3.7,23.0,Friendly service; Cleanliness; Affordable; Comfort; Family-friendly,Small bathroom; Inconsistent water,15:00,11:00,250000,250000,250000,300000,300000,300000,300000,300000,300000,350000,350000,350000
10055595,강릉 프라이빗감성스테이JD,강원특별자치도 강릉시 주문진읍 신리천로 288-31,37.87852269,128.8002658,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10055595,5.0,15.0,Cleanliness; Friendly service; Comfortable amenities; Spaciousness; Well-equipped BBQ area,Dry air; Lack of bedroom privacy; Lack of pool blinds,15:00,11:00,199000,199000,199000,419000,419000,419000,319000,319000,319000,419000,419000,419000
10053097,강릉 Y&G비즈니스호텔&펜션,강원특별자치도 강릉시 경포로475번길 41,37.80527637,128.9016602,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10053097,4.3,24.0,Cleanliness; Friendly service; Affordability; Comfortable amenities; Swimming pool,Unpleasant odor; Malfunctioning air conditioning; Poor cleanliness; Small room,16:00,11:00,90000,30000,48064,180000,80000,107741,220000,100000,134193,220000,100000,134193
1000108374,강릉 세인트린느 카라반 게스트하우스,강원도 강릉시 해안로 388,37.79685767,128.9123602,,Accommodation,게스트하우스,Yanolja,https://nol.yanolja.com/stay/domestic/1000108374,3.3,45.0,Affordable; Attentive staff; Cleanliness; Comfortable bed; Delicious barbecue,Poor cleanliness; Inadequate maintenance; Unattentive management; Overpriced; Unreliable Wi-Fi,16:00,11:00,50000,20000,30000,79000,20000,39666,50000,20000,30000,50000,20000,30000
10047514,강릉 경포해와달펜션,강원도 강릉시 경포로371번길 27-5,37.79739372,128.8964579,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10047514,4.7,8.0,Cleanliness; Friendly service; Comfortable bedding; Convenient facilities; Spacious room,Insufficient bedding; Lack of hot water; Pest issues; Unclean showerhead; Unfriendly service,15:00,11:00,137500,73500,90580,190800,126800,148120,137500,73500,90580,273500,126800,164660
10052291,강릉 휴가스테이,강원특별자치도 강릉시 안현로 167-57,37.80547067,128.8765755,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10052291,5.0,8.0,Spacious rooms; Cleanliness; Friendly service; Well-equipped amenities; Good value,,15:00,11:00,390000,390000,390000,490000,490000,490000,490000,490000,490000,490000,490000,490000
1000104307,강릉 소금강버들펜션,강원특별자치도 강릉시 연곡면 진고개로 1375-6,37.84779364,128.6899689,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000104307,5.0,19.0,Cleanliness; Friendly service; Spacious room; Relaxing atmosphere; Barbecue facilities,Insufficient bathrooms; Insufficient kitchen supplies,15:00,11:00,250000,180000,220000,300000,230000,268625,297000,227700,267300,300000,230000,270000
